station_name,count_average,count_week_2010-06-04,count_week_2010-06-11,count_week_2010-06-18,count_week_2010-06-25,count_week_2010-07-02,count_week_2010-07-09,count_week_2010-07-16,count_week_2010-07-23,count_week_2010-07-30,count_week_2010-08-06,count_week_2010-08-13,count_week_2010-08-20,count_week_2010-08-27,count_week_2010-09-03,count_week_2010-09-10,count_week_2010-09-17,count_week_2010-09-24,count_week_2010-10-01,count_week_2010-10-08,count_week_2010-10-15,count_week_2010-10-22,count_week_2010-10-29,count_week_2010-11-05,count_week_2010-11-12,count_week_2010-11-19,count_week_2010-11-26,count_week_2010-12-03,count_week_2010-12-10,count_week_2010-12-17,count_week_2010-12-24,count_week_2010-12-31,count_week_2011-01-07,count_week_2011-01-14,count_week_2011-01-21,count_week_2011-01-28,count_week_2011-02-04,count_week_2011-02-11,count_week_2011-02-18,count_week_2011-02-25,count_week_2011-03-04,count_week_2011-03-11,count_week_2011-03-18,count_week_2011-03-25,count_week_2011-04-01,count_week_2011-04-08,count_week_2011-04-15,count_week_2011-04-22,count_week_2011-04-29,count_week_2011-05-06,count_week_2011-05-20,count_week_2011-05-27,count_week_2011-06-03,count_week_2011-06-10,count_week_2011-06-17,count_week_2011-06-24,count_week_2011-07-01,count_week_2011-07-08,count_week_2011-07-15,count_week_2011-07-22,count_week_2011-07-29,count_week_2011-08-05,count_week_2011-08-12,count_week_2011-08-19,count_week_2011-08-26,count_week_2011-09-02,count_week_2011-09-09,count_week_2011-09-16,count_week_2011-09-23,count_week_2011-09-30,count_week_2011-10-07,count_week_2011-10-14,count_week_2011-10-21,count_week_2011-10-28,count_week_2011-11-04,count_week_2011-11-11,count_week_2011-11-18,count_week_2011-11-25,count_week_2011-12-02,count_week_2011-12-09,count_week_2011-12-16,count_week_2011-12-23,count_week_2011-12-30,count_week_2012-01-06,count_week_2012-01-13,count_week_2012-01-20,count_week_2012-01-27,count_week_2012-02-03,count_week_2012-02-10,count_week_2012-02-17,count_week_2012-02-24,count_week_2012-03-02,count_week_2012-03-09,count_week_2012-03-16,count_week_2012-03-23,count_week_2012-03-30,count_week_2012-04-06,count_week_2012-04-13,count_week_2012-04-20,count_week_2012-04-27,count_week_2012-05-04,count_week_2012-05-11,count_week_2012-05-18,count_week_2012-05-25,count_week_2012-06-01,count_week_2012-06-08,count_week_2012-06-15,count_week_2012-06-22,count_week_2012-06-29,count_week_2012-07-06,count_week_2012-07-13,count_week_2012-07-20,count_week_2012-07-27,count_week_2012-08-03,count_week_2012-08-10,count_week_2012-08-17,count_week_2012-08-24,count_week_2012-08-31,count_week_2012-09-07,count_week_2012-09-14,count_week_2012-09-21,count_week_2012-09-28
MYRTLE AVENUE-BROADWAY,55097.25619834711,46894,48676,49622,49129,50444,47916,50074,55045,54877,50607,53939,49479,53033,50678,48534,56914,52811,55580,53257,53646,59057,58800,57202,57076,57899,51077,51840,52893,55762,53130,41170,49366,49713,48101,48808,52680,53245,54076,49007,54518,53825,54555,53162,52939,53765,54134,51096,51526,54047,52953,53868,51238,55682,53645,54648,54664,49592,53849,54351,51772,52802,52778,50980,52076,42113,52342,60430,60229,46019,62855,60782,63026,63107,60411,61623,63221,55342,61917,63538,64539,61058,45813,52873,56879,55369,56280,59882,61008,60871,54582,61015,62982,60487,61424,44973,59760,57757,61291,59650,60882,60815,51740,59921,60821,60500,57256,57112,61036,56817,56442,55445,59065,54653,57739,54940,55760,56388,54447,61403,57122,60494
MYRTLE AVENUE-MARCY AVENUE,24073.942148760332,13892,21147,21737,22087,21758,20705,21190,16618,16891,20700,21233,20985,16698,21406,20574,18571,22287,17201,22517,21688,18454,18406,23379,23153,23183,20208,18711,23813,23476,22200,19194,23242,23428,22626,23238,25004,25130,25346,22966,24904,24749,24807,24754,25021,25152,25250,22808,23860,25218,25015,24481,23235,24305,24355,23483,23552,21566,23286,23147,23029,23266,23127,23363,23178,18858,23977,27548,26920,17413,21930,24989,26467,27084,27086,26323,27095,23302,26615,28013,28543,27076,19887,25734,27015,25600,26360,27951,27931,28275,24839,27465,28160,27823,28516,21735,27747,24546,22706,24205,28063,28584,24436,28689,26265,28567,26897,26988,27225,25323,26297,26291,26371,26227,26562,26525,26645,27037,26716,28769,27443,27340
NASSAU AVE-MANHATTAN AVE,42593.049586776862,26346,40309,39488,39655,38995,36846,39192,31636,32179,38168,37858,37500,31546,38448,36030,33289,40199,33326,40870,42779,33403,33654,40264,42437,39874,31046,33192,41944,42570,36321,31391,40154,41797,40401,43266,45201,43870,42987,39440,42619,43399,42302,43432,43809,43585,44177,40981,40632,43953,43255,42140,38804,47085,43587,43186,42248,37093,41988,40814,41225,40928,40096,40534,40452,33222,40540,51594,51813,31831,39815,49510,47170,48252,47184,47385,47034,37105,49205,49810,50255,46438,30137,43112,47585,45283,46426,47488,47717,47083,41662,51343,52332,49181,49468,38246,47961,43838,40163,43625,49280,50542,43457,50614,44943,50061,47469,47718,48238,42917,46454,47173,47821,46661,47225,46813,46957,47193,44887,48726,49258,48344
NECK ROAD-EAST 16TH STREET,20279.595041322315,12136,13095,13214,13144,13460,12607,13544,13762,13710,13503,13326,13316,13099,13576,11852,11263,12854,10632,12938,12687,13066,17045,19446,20327,20663,17492,20341,19905,20584,19740,9292,20328,20620,20006,17474,21716,22288,22675,20655,23031,22394,22477,22202,22667,23114,23197,20688,21728,23794,23081,23304,21058,22958,23537,23826,24174,21689,23578,23197,22973,23692,24064,23059,22679,19463,22790,22996,27422,19620,24589,22803,23593,24869,24088,24035,24540,20467,23347,24503,24259,23961,19379,20622,22718,21246,21114,23416,24106,23470,20413,23362,23821,23832,23694,18464,23217,21166,23718,16701,23297,22662,20427,22083,19495,22152,20498,20618,21365,18793,21653,21456,21371,21022,21134,21384,21380,21475,20288,22859,21421,21652
NEPTUNE AVE-MCDONALD AVENUE,8972.9090909090901,7834,8266,8293,8474,7978,7414,8076,8171,8259,8145,8212,8096,7863,8340,7489,9731,8728,9190,9173,8931,9320,9131,8799,8628,8594,6970,8511,8583,8299,8012,10942,8639,8509,7796,7663,9078,8822,8909,7713,8936,9241,9600,9327,9087,9352,9356,8353,8393,9201,7804,8727,8132,8931,9013,9013,8789,7708,8753,8480,8611,8417,8153,7596,8258,6862,8200,12305,10805,8356,10989,9988,11234,10871,10221,10037,10671,8182,11037,10836,10874,10389,6987,8894,10542,9636,9226,10487,10794,10702,8367,10706,10613,10783,10746,8425,9596,7786,10557,10375,10350,10238,9615,10450,9580,10141,8718,8591,8574,7309,8202,7916,8099,7962,8296,8048,8098,8654,8272,8731,8181,7806
NEVINS STREET,61354.876033057852,55423,62181,62183,61666,62010,53219,59675,60947,62321,60729,59694,58325,58003,61430,59937,67306,66864,63651,68930,61588,66649,67917,64276,64966,65610,50854,63046,62850,62731,58542,42313,55617,55763,54795,55453,64024,64253,68466,58117,65565,65454,63547,64883,63677,66338,66718,61423,61463,64536,58864,62411,55869,61376,60844,62068,61955,49941,59806,57563,57799,56648,56863,55767,55665,50260,56524,67662,68566,54959,69141,62735,68506,68118,67644,66434,68438,52834,67219,66632,68635,65397,45470,52079,58890,56767,62289,68022,69607,67957,60563,68910,70285,65240,69569,52535,67892,64277,67316,64954,65301,65747,57252,60392,55133,63691,60130,60240,60299,50596,59901,57017,59008,58382,57479,57754,56826,59076,58160,65074,62642,62147
NEW LOTS AV-VAN SINDEREN AV,19789.545454545456,17315,18315,18163,18525,18169,17003,17909,18198,18503,15707,18210,18174,17375,17905,17409,19649,19093,18356,18875,17677,18951,19127,19029,19134,19446,16984,18632,19035,18603,17798,11766,18050,18015,17352,17405,19397,19644,19885,17506,19094,19099,19613,16424,16355,19279,19581,18113,18740,19538,19780,20071,18065,19201,19472,19714,19806,18640,19644,18957,18842,19371,19294,18534,18963,15612,18205,22073,21870,16481,21954,20277,22504,22434,21699,21563,22898,19258,21621,22366,22349,22043,17456,20042,22497,19848,20888,19560,22669,21941,18628,21661,22303,22669,23309,17838,22143,20346,23454,23180,23078,23586,20609,23149,21903,23218,20870,20765,21312,20112,21436,21181,21894,21318,21178,21163,21945,22125,20869,22533,22021,22152
NEW LOTS AVENUE,30322.008264462809,27359,29053,29332,29471,29893,28174,29470,29810,29928,29626,29281,29097,28181,29946,31187,30585,30301,29552,29957,28498,30339,30008,29590,29432,30220,26825,29401,29666,28966,28161,26615,28492,28138,26943,27069,29886,29855,30618,27308,30321,30345,30666,30298,30231,30502,30311,28256,28571,30138,29742,30724,29121,30908,30239,30657,31453,28335,31529,31008,30646,30721,30353,29790,29687,24434,31695,33827,33930,25580,34316,32774,33909,34169,32867,32638,34025,29602,34488,34844,34535,33816,27075,29865,31639,29566,30771,33552,33779,32740,29225,33269,34209,34239,35057,26050,33320,30891,33738,33292,33949,34180,29570,33334,30799,33299,30858,30634,31399,28838,30726,30485,30843,30613,30533,30352,24011,24759,31359,25619,24007,24285
NEW UTRECHT AVENUE-62ND ST,31700.842975206611,26353,28846,28320,32814,28930,26969,29497,32047,28515,29416,28068,27769,31331,30190,29420,29210,28759,27481,30825,32798,32248,36830,29488,31275,30265,28965,28970,27089,26632,27399,27055,26292,25271,24514,24418,26763,26415,27168,27179,29176,29097,28090,29802,31218,28244,27344,29658,28289,34710,33886,34614,26291,26975,27570,28020,28655,25985,29070,27936,39810,35470,33136,28551,29335,24367,34837,40323,38526,27951,40950,36223,47313,47940,34567,33403,36156,31168,32025,35665,39831,35883,26866,27323,28710,30871,27144,33775,33430,36316,36884,36287,39372,35879,40234,30458,41537,33166,40853,36821,34972,32116,29566,34001,29331,31709,34086,30551,35339,30050,37965,38588,40402,35228,34774,34886,32449,31877,32349,30703,29067,30013
NEWKIRK AVE-EAST 16TH ST,51256.117647058825,48002,50675,51461,52391,51766,48209,50078,50069,49478,49530,49080,48067,46659,49029,46258,40982,48439,42480,54212,52620,55001,55621,54207,54409,55063,48118,53545,54135,53078,50595,23100,49538,49128,47922,45336,52425,52974,53695,48444,53754,50738,51067,49969,48525,53207,53367,47048,50727,54449,52913,55593,51713,54592,54472,55381,55789,50833,55509,54298,52154,53892,52895,50227,51855,42392,52024,46273,55062,38959,58494,54159,54230,57705,56561,56532,58411,52424,55701,57856,57668,56454,44945,49963,51975,48196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWKIRK AVE-NOSTRAND AVE,39842.264462809915,36295,39339,39614,39487,39731,35952,38858,39332,39138,38521,38358,37873,37538,38751,39635,41242,40665,40376,40670,38976,41164,41144,40377,39858,40950,35068,39609,40468,39923,37580,39328,38537,38967,36984,38624,42390,41797,41945,37140,41309,41318,42073,41542,41365,41559,41740,38635,39357,41309,40375,40536,37135,40389,40084,40422,40781,35760,40281,39452,39188,39297,38866,37647,38233,32671,40664,44484,43708,33839,36900,34069,42958,43560,42294,41906,44272,36732,44102,44512,43333,41964,33361,37401,42192,39170,40721,43741,44060,43362,38885,44202,45244,44838,44731,34388,42406,39712,36733,43106,43364,44154,33982,34930,37587,42612,39232,39079,39060,35619,39624,38801,39701,39237,38741,38290,37956,38838,39376,40762,38970,39921
NEWKIRK PLAZA,54843.972222222219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51804,53553,55891,54394,45797,54412,56342,56787,57864,43634,56416,51788,59140,58062,59331,61269,52876,58989,54129,58858,57512,55832,56320,52237,55294,53865,54333,53428,53556,52445,52479,54291,52643,58566,54665,55581
NORTH CONDUIT AVE-COHANCEY,10296.801652892562,3985,4299,4206,4398,4422,3989,4360,4430,4337,4394,4378,4358,4239,4484,4143,4618,4760,4523,4501,4297,4512,4625,4429,4736,4744,3856,4500,4424,4589,3956,2498,4201,4102,3787,3577,4182,4553,4512,3847,4382,4341,4456,4397,4326,4499,4816,4099,4992,7066,7170,7645,7102,7994,8649,8134,8501,8020,8445,7861,8543,9019,9269,8598,8911,6688,8096,9411,9107,7614,9942,10220,9992,12344,16843,19119,17338,16074,17047,16500,16347,15423,14660,17434,16946,15667,16292,17426,18502,17024,17799,17560,19025,17950,18544,12824,17697,18607,18755,16541,18548,17141,13664,16111,17352,17466,17067,16757,16735,18964,17527,16883,17732,18086,17980,17723,17760,18097,17818,17305,17208,16645
NORTHERN BLVD-BROADWAY,37053.429752066113,34818,37979,38208,38016,37544,33552,36478,36962,36689,36448,36378,36025,35911,36794,34096,37584,38078,36751,38151,37602,38696,38185,37409,37845,37726,32952,37201,37912,37636,36120,31126,35269,35677,34277,34438,36871,37519,37700,34864,37259,36478,38064,37786,38007,38390,38295,36303,35954,37478,35875,36252,34022,36920,36736,37343,37386,33045,36280,35734,35971,36111,35745,35868,35333,28942,33641,38961,39311,30461,40452,38392,39927,39907,38969,39623,39600,34892,39450,40028,40152,39637,31600,34041,37315,35415,36602,38855,38987,38948,36643,39230,39610,40002,40571,30158,38919,37246,39980,39581,40096,40371,35685,39868,36547,39830,38218,37929,38486,33953,37633,37101,37952,37197,37264,36857,37023,37565,35054,39162,38792,38712
NORWOOD AVENUE-FULTON ST,18743.677685950413,17169,17891,18313,17928,18599,13494,14653,14270,14280,17931,17799,17975,17213,18774,17826,18953,18793,17631,18577,18101,18233,18632,18317,18030,18471,16273,17527,17683,17075,17043,14805,16874,16891,16538,16394,18154,17991,18484,16811,18110,18494,18552,18330,17704,17877,17660,16776,17748,17831,17900,18226,17447,18007,18080,18211,18276,17413,18451,18195,17526,18040,17756,16690,17800,14718,17848,21676,21650,16154,21705,20462,21624,21823,20783,20765,21577,18610,21709,21992,21767,21337,16336,18520,20848,19096,19459,21497,22145,21467,18461,21332,21726,21997,22372,17508,21218,19111,21444,21553,22038,22620,19857,21652,20524,21341,19232,19168,19397,18561,19349,19187,18621,18463,18718,18675,19199,19654,19068,19500,18591,18784
NOSTRAND AVE-FULTON ST,87947.603305785131,77500,81443,83931,81876,81591,76185,81390,82144,81181,82429,81619,80031,78525,81379,82920,87466,85798,83204,88385,85785,89573,89698,87457,87169,89663,77170,84766,87501,85626,82418,66620,81457,80410,77623,77420,85896,85475,88034,77742,87356,86590,88065,86747,86989,88741,89262,83854,85095,89112,88243,89963,82920,88696,88186,89263,90741,81582,89279,86496,85069,87252,86163,81948,83649,67806,87141,95970,95483,71503,97553,92953,97915,97439,95265,95048,97341,84608,94880,96835,98068,95750,73471,85162,91197,85824,88943,95523,98473,95369,86225,95916,98397,98808,99516,73533,98573,90288,98805,96616,97204,98874,86151,97964,91318,98124,94675,93193,93299,86758,91477,91737,91479,89381,89434,88354,89461,90591,90189,95729,92398,93912
NOSTRAND AVENUE,22621.661157024795,20096,21200,21513,21170,21154,20198,20871,21354,21253,20870,20343,20152,19870,21721,27275,22722,22548,21737,22606,21054,22079,21978,21557,21501,21966,19287,21170,21920,21430,20927,18845,20575,20470,19711,20077,22443,22186,22313,20088,21985,21825,22046,21936,22086,22551,22564,19967,20755,22330,21826,22092,20611,21434,21864,21386,22172,20461,22204,21617,21257,21289,21356,20632,21126,17131,27454,25418,24933,18551,29178,27699,25702,25822,24962,24358,25872,22785,25247,25865,26158,25361,18198,22429,24452,22867,23761,25703,25761,25497,21759,25364,25992,25722,25960,19734,24908,22094,28852,25327,25617,25250,24782,29049,23129,25198,22813,22649,22524,20705,23072,22696,22582,22223,21859,22008,21643,21960,23765,23063,22154,22002
OCEAN PKWAY-BRIGHTON BCH AV,17669.18181818182,19000,18358,18243,20928,19935,20506,19236,20842,20041,19449,19012,18848,17958,19750,16762,14602,17457,13232,17206,17100,17415,18048,17009,17031,17226,14985,16350,16389,16233,15342,8005,13941,15419,15044,14246,16337,16221,16819,14832,16562,16230,16779,16188,16424,16676,16734,15143,15918,17136,16389,17562,18002,19215,17227,18551,19088,17920,20191,19553,18009,19101,17735,14179,17093,13496,16977,18211,21078,15149,20805,19234,20247,20171,19169,18916,20394,16673,19574,19677,19709,19501,14150,16188,18614,16917,16557,18450,19384,18699,14899,18698,19621,20092,20246,15624,19143,16036,20571,19191,19516,19722,17788,19939,19773,19649,17164,18185,19311,18608,18231,17225,17925,17102,17949,17650,17066,17581,16826,17821,16044,15873
ORCHARD BEACH,3502.3333333333335,5831,2603,1164,4839,3760,8483,2561,5126,2578,2284,3651,2138,1120,4338,2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6536,2204,309,3318,3825,7612,8421,7191,5401,5763,2071,1818,1425,314,3008,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5411,1359,2130,3063,4645,10263,3953,2749,3941,900,3469,3323,1860,2775,5567,,,
PA-PATH 14TH STREET,26118.96694214876,24163,26049,26775,26612,27850,23473,25508,26421,25946,26403,26067,26521,25328,25492,24587,25995,26890,26253,27469,25819,27398,28286,29604,26982,26925,23560,24503,26411,27580,26220,18173,24995,23183,23548,22566,24204,25140,25998,22593,25343,28537,26082,25494,24531,26288,26023,25845,25054,27280,26461,27498,23871,27711,27682,27745,30221,25923,28602,27566,27388,27179,28509,26390,26438,20345,25629,27816,28194,23922,27719,26928,27959,27950,27877,28099,26799,24744,24374,27653,28898,28878,21468,26555,26189,24220,24566,26414,27033,25321,24696,24297,26985,26704,27455,19627,26673,25184,24651,26074,26463,26783,22285,23720,24867,27902,28125,27251,29375,26041,25998,26768,26906,27602,26266,26485,26983,27069,24890,27641,28125,27803
PA-PATH 9TH STREET,13473.636363636364,12534,13744,14115,13896,15574,11974,12998,13601,13370,13640,13556,13608,12968,13623,13295,14391,14723,13957,14340,14188,14457,14966,16521,14293,14470,12777,12747,13504,13662,12817,8546,12357,11271,11713,11150,12313,12748,13867,12357,12966,13189,13643,13467,13096,13290,14021,13705,13039,14446,13377,14403,13070,13980,14069,14545,16851,12806,14135,13609,13476,13249,13772,13202,13277,9961,13349,14657,14693,11329,13913,14176,14283,14278,14775,14307,13151,12163,12388,13900,14837,14479,11140,12580,12722,11795,11703,13300,13506,12859,13442,12790,13789,13632,14922,10217,13997,13423,14761,13360,13797,13471,12050,13522,12823,13728,14404,13302,15780,12638,13187,13266,13765,13820,13346,13757,14028,14165,13548,14445,14910,14667
PA-PATH CHRISTOPHER ST,12740.157024793389,12136,13092,13164,13539,15423,11675,12172,12795,12696,12918,12682,12527,12319,12211,12101,13419,13703,12903,13063,12976,12828,13423,14349,12029,12428,10191,11391,12200,12906,11510,7494,11881,10650,10553,10323,11373,11420,12628,10781,11827,12407,12979,12223,11704,12409,13136,12577,11899,13590,12755,13258,12466,13473,13623,13979,17299,12043,13428,13056,12983,13186,13389,13171,13047,9592,12533,13930,14189,10754,12956,13331,13783,13415,13893,13848,12268,10901,11610,13043,13505,13032,9369,11945,12306,10931,11278,12559,12508,12091,11851,11795,12984,13274,14156,9784,13097,12865,14190,12889,13391,13801,11920,13708,12891,13847,14560,13771,17219,12393,13284,13581,13954,14314,13866,13621,13653,13094,12176,14202,14321,13758
PA-PATH EXCHANGE PLACE,33005.752066115703,31049,35319,35864,36269,35036,31106,35945,36917,36993,36734,36420,35133,33389,33161,30763,35377,35898,34508,35445,34674,35366,35202,34656,34331,34817,27349,34090,35635,35412,29223,23015,32501,30062,28529,29152,31117,32658,32819,28340,33241,32702,33296,32698,32715,33506,33705,32332,33430,33740,34253,34533,32336,36887,36184,35658,35658,31585,36827,38604,37102,36529,36335,33814,33428,26487,30981,34892,35341,28995,34240,33539,34532,33766,32136,32857,32574,26135,33308,33477,34338,31085,26103,29441,30869,27737,29786,31226,31372,30407,28348,30415,31145,31714,33266,24499,30553,32661,33302,31994,32175,32270,29928,32901,30971,35340,31670,33713,34991,30632,35386,37498,37360,36776,36197,35160,33898,32280,30296,33509,33306,32546
PA-PATH GROVE ST,35941.462809917357,33222,35575,36930,37179,37399,32560,36328,36029,35712,35420,37088,36703,35481,35144,34195,37523,38197,36226,37648,36999,37643,37351,37930,36955,37614,31620,35503,36844,37496,33881,27662,34292,32336,31144,30793,33919,34274,35450,31962,34926,35408,36051,34561,34345,35523,35880,35130,35576,37336,36246,37580,33791,37458,38271,38702,40344,35199,38637,37685,38068,38633,38607,36570,36623,29052,34741,38561,38572,31265,37477,37155,37436,37133,36462,37813,36349,31718,35821,37246,38646,38047,30980,34849,33894,31420,32642,34743,35851,34084,32764,33915,35630,35996,37071,27032,34915,36028,37377,35660,36419,36975,33531,38186,34884,38332,40118,38857,39822,36032,37376,38127,39028,38267,38642,38106,37632,37525,34886,38126,38557,37767
PA-PATH HARRISON,17092.380165289258,15274,16646,16047,16290,15578,14099,16607,21150,19383,15772,18268,19686,14818,17962,15680,19359,16636,15891,20428,18677,17748,16087,19579,15817,15883,13721,15290,15737,15621,14562,10226,13991,12943,12405,12120,13353,14333,15486,13272,15017,15708,16202,17892,14434,16565,15354,16677,14764,18388,17113,16967,14643,22020,17827,22166,18088,17876,20564,16479,25123,17192,17153,19138,16493,14394,17450,19898,19442,16716,20245,19860,20423,16934,19669,17453,16617,15254,17807,16142,18345,18853,17701,16055,15653,13670,14357,15389,16696,14912,14372,14894,16121,16456,17089,11903,17966,16950,19741,15527,18577,18361,14991,19189,15833,17836,17707,17302,21098,16573,17678,21380,21825,26016,19658,17774,19788,18706,17501,17836,21465,17862
PA-PATH HOBOKEN,73365.462809917357,67066,74536,77793,75373,75816,69582,73078,75161,74202,73412,73626,72765,69108,69868,67127,77243,77485,75301,76297,75227,77712,77666,78990,77187,78792,63558,73620,80266,82042,71253,57618,70613,66754,65337,66345,71230,71732,74374,68461,71715,98395,76358,73924,74038,73852,75436,73711,69888,76969,74535,75140,66065,76137,75492,77260,79363,74193,78989,76894,75164,74985,75431,72025,71499,49953,65490,76448,78347,63047,75347,74844,77422,75411,72412,78423,73739,64055,74983,81335,83228,81055,62502,73579,71362,65893,67373,71460,77193,70270,67592,69431,82467,73313,77471,55455,71941,71690,76574,71426,73873,74319,66028,74413,63787,75279,76748,74592,77626,74844,74028,75171,76704,80883,74181,73318,72919,70842,66650,76033,76059,75319
PA-PATH JOURNAL SQUARE,55809.760330578516,51400,53891,54233,54677,56495,51835,52677,53751,53453,53890,54184,54990,52835,55777,55791,56884,57676,54998,57326,55927,57612,57343,57768,55473,56254,49818,54515,54896,55783,52538,44563,51655,48149,48012,47481,52890,53770,56571,51367,55568,55435,56604,54477,54338,55652,57149,55172,54868,57957,55076,57981,55157,59216,59265,58735,62371,56995,58915,57094,56950,58910,58264,56141,57227,45733,57033,60716,59385,47875,59247,57502,58375,58969,57239,59365,56267,52678,57135,57394,59594,58106,53477,53836,52201,48018,51277,55530,57010,55281,53466,55567,58508,57090,60052,42273,57582,58492,58802,56049,57101,57728,49077,57396,56196,59879,58536,58059,60720,56143,58480,57144,57988,58094,59057,58991,58892,59481,60130,61891,60654,59555
PA-PATH NEWARK,72356.198347107435,62317,66735,69764,70460,71226,64929,67858,69962,69567,70718,72513,71956,68823,70985,72024,73845,74760,71136,75397,72530,73671,74061,74312,70824,72486,61504,71712,72411,70885,64076,45677,64424,57980,58617,56166,64896,66768,71869,60973,68963,72284,73782,69199,69325,74348,72051,68981,72123,71262,68847,71563,68956,77211,77098,81813,83379,74488,79852,75821,77819,77977,81920,75279,74913,62711,78561,79381,82098,64646,78998,78628,78218,76159,75171,78026,74339,64138,75802,73271,77532,74861,68264,70139,68403,63324,66657,73051,76352,71072,68857,69176,76014,73659,76819,55173,73721,76087,80424,71512,74537,72982,63956,76221,77957,77213,77277,76433,84565,73663,77717,76045,80458,77929,77373,77106,77407,75844,76438,78818,77703,76143
PA-PATH PAVONIA/NEWPORT,37599.082644628099,35290,36233,37757,38176,38186,36565,36394,38572,39322,39213,39609,39284,36282,36912,38400,37343,38772,36345,36918,38025,37447,36945,36776,37041,36721,35141,36518,38198,38702,41217,37504,35472,31296,30792,30309,32967,34387,35950,32084,33568,34719,36585,35328,34731,36108,36173,40076,37303,38209,38309,39897,37255,39618,39912,41416,42663,40115,41012,40896,41704,41978,41199,40131,39525,30998,40033,39890,39812,31816,37942,38491,38492,38518,37161,39275,36758,37015,38395,40259,41500,44113,44579,39359,33071,30600,31547,34243,35471,34672,34132,33031,35407,36299,37973,27051,38501,39092,36872,36033,36766,37761,34506,39969,37890,38840,40319,39496,41347,40920,39032,40496,41366,40851,40773,41493,40498,39557,38055,37414,38098,38146
PA-PATH THIRTY THIRD ST,93025.396694214869,83801,87125,91917,91519,92082,87812,87271,93413,93083,93722,96679,96285,88548,89197,92293,93034,93810,88648,93286,95309,92431,93333,91443,91043,92880,89522,93550,95859,98671,98078,82644,92933,76510,75064,72714,78887,82468,88325,80758,85707,98994,94534,87881,85091,90324,90785,94666,90360,92464,90888,96481,89469,97054,101797,104259,105886,99813,102168,102585,103312,103989,104904,96927,96122,75898,96377,95510,97803,78867,94717,96224,96475,93564,90095,97228,90220,91842,91945,101204,106585,111459,109828,101011,85890,78552,79521,84833,87580,85169,84671,84577,94603,92875,97639,66543,93814,99207,97852,89971,91665,91863,82319,98301,91615,97189,101448,97493,102738,96936,98555,100855,103119,105343,102403,100791,98844,96883,95077,93848,94001,92231
PA-PATH TWENTY THIRD ST,17806.066115702481,15202,18197,18484,17704,17338,14882,17130,17672,17301,17026,17164,17331,16295,16711,15364,18642,18426,17985,18684,18366,18862,19443,19752,18101,18266,13975,17547,18404,18704,15649,10001,17171,16392,15877,15761,17296,17907,18368,15955,17839,19107,18328,18061,17422,18286,18171,16852,17332,18344,17858,18299,15581,18958,19500,19119,19257,16064,18877,18509,18615,18046,18521,17797,17782,14429,16269,19534,19528,16263,18714,18542,19578,19446,19322,18936,18801,14905,17114,19049,19491,18366,12453,17207,17936,16454,17801,18680,18351,18292,16776,18047,18817,18523,18929,14311,17506,17612,19257,18591,18798,18697,16820,18966,16515,18970,19909,18930,19565,15856,18720,18795,19353,19653,18318,18366,18531,18494,16822,20003,19460,19303
PA-PATH WORLD TRADE CNTR,100649.67768595042,90992,101438,103456,103897,102441,90861,103631,107580,105183,103972,103893,103814,96651,99065,94500,105868,107151,100699,106086,102071,103975,103673,102232,101039,102380,83378,98132,100785,99756,87765,62433,94866,86042,82082,82304,89025,93880,96139,84372,95799,98171,98454,98148,97974,99485,98472,96308,98312,101078,98889,103440,94524,110025,107669,108053,110893,99109,111539,110617,112183,109863,108593,104561,101801,80446,97524,106096,111225,89932,108114,105650,107460,104579,100691,104621,100935,86509,107524,101648,104759,98828,83336,92465,95696,86255,91956,98765,108553,96336,89676,95448,100235,99773,103530,76066,100075,102160,106109,98435,102305,103834,92944,106217,102684,110276,102712,108838,114461,99218,111174,114149,115600,119543,112964,110930,109453,106677,101615,109144,112021,108975
PARK PLACE,281361.61157024791,249025,270255,278532,279849,272482,233619,278200,276596,267443,270007,268440,265910,258576,276507,234880,300965,307991,293086,302782,286316,307059,304225,284778,287821,292835,223424,278729,295146,283562,233889,177323,255877,245803,232035,242000,272570,277078,283396,252453,287838,292033,290933,295002,289679,298678,295176,266194,290249,306295,294072,288976,245980,287503,295923,292674,289459,251590,288104,288758,292079,292188,284965,268037,261571,232744,263281,324511,323102,240024,319224,301630,316687,328192,315877,294321,324041,234959,305661,311861,308079,277668,212607,247214,273901,245839,267969,301543,314703,291914,257782,296952,305778,300078,306995,236916,296482,280564,312469,300743,309210,309655,273866,298882,259309,304015,299073,290788,297025,247928,289411,289405,291299,289407,281595,276299,271069,285213,265908,315315,296218,296134
